,Id,Sentiment,Instagram Comment Text,clean_text
330,331,positive,"Naksir Ama ceweknya, kyanya lembut banget Kya bolu ??",taksir cewek kaya lembut banget kaya bolu 
331,332,positive,Cewex luar biasa cntik... Cowox.. Mmmmhh hehe,cewex cantik cowox mmmmhh he 
332,333,positive,"Cewenya cantikk, the power of tajir ??",cewenya cantik the power of kaya 
333,334,positive,Alhamdulillah lebih ganteng babang Emran ya  <USERNAME> ??,alhamdulillah ganteng babang emran iya 
334,335,positive,"Alhamdulillah  <USERNAME> gak jadi sama yg ini... engku emran masyaallah ganteng, anteng, sabar, sholeh, penyanyang, senyumnya cute.. baper dech",alhamdulillah engku emran masyaallah ganteng anteng sabar sholeh nyanyang senyum cute bawa asa deh 
335,336,positive,Cantik manis cewe nya .. cocok ajalah,cantik manis cewek nya cocok aja 
336,337,positive,"Cewenya manis, cakepan yg skrg Dr yg kmrn ga jd.",cewenya manis cakep kemarin 
337,338,positive,yg ini lbh cantik sih. hebat jg ni lakik ciwik nya cakep2 lho..,cantik sih hebat laki ciwik nya cakep lho 
338,339,positive,Semoga betul klo sma yg ini mh....klo bella mh udah dapet yg amat sangat pas lah????,moga mah bella mah pas 
339,340,positive,"Semoga ga putus lagi ya. Ka bella udah bahagia banget tuh, ga malu??? ??????",moga putus iya kakak bella bahagia banget tuh malu 
340,341,positive,Yaampun cantiikk bangett aslii! Angguunn ??,yaampun cantik banget asli angguunn 
341,342,positive, <USERNAME> euum setuju sekaliii emang cantikan ini dari pada yang sebelumnya. Lebih WOW... ?? terbaik ?? terpelihara hehe,euum tuju sekaliii cantik wow baik pelihara he 
342,343,positive,"Cantiik, senyumnya mirip Maudy Kusnaedi",cantik senyum maudy kusnaedi 
343,344,positive,"Dari kisah jevin radhini rini gue jd belajar 1 hal. ""Kalau memang jodohmu, maka akan ada saja jalanNya"". Gue kebetulan ngikutin dr awal. Gue nonton pas live the remix jevin ngomong 'itu pacar saya nonton' sambil nunjuk radhini. Gue jg nntn pas jevin meluk radhini erat bgt di backstage stlh lolos ke final. Keliatan jevin ini anaknya gentle, tulus dan penyayang. Tapi Allah maha pembolak-balik hati. Mei '15 jevin radhini pcrn, sept '15 jevin rini dipasangin the remix, Des '15 final the remix, jan '16 jevin radhini putus, feb '16 jevin rini pcrn, april '16 jevin ngelamar rini, feb '17 jevin rini tunangan, mei '17 jevin rini nikah. Allah works in many ways??. Allah's plan is better than our plan. Jevin yg dulunya berfikiran akan nikah umur 30, siapa sangka di umur 25 dan dlm waktu pcrn baru 2 bulan udah yakin ngajakin anak orang nikah. Ah, happy wedding soundwave. Bahagia selalu??",kisah jevin radhini rini ajar jodoh jalan ikut tonton pas live the remix jevin bicara pacar tonton nunjuk radhini nonton pas jevin peluk radhini erat banget backstage lolos final jevin anak gentle tulus sayang allah maha bolak hati mei jevin radhini pacar september jevin rini dipasangin the remix des final the remix jevin radhini putus feb jevin rini pacar april jevin lamar rini feb jevin rini tunang mei jevin rini nikah allah works many ways allah si plan is better tahan our plan jevin dulunya berfikiran nikah umur sangka umur pacar ngajakin anak orang nikah ah bahagia wedding soundwave bahagia 
344,345,positive,"Kalau kita bisa mengartikan jodoh,ini lah yang di bilang jodoh.cantik lahir batin tapi kl ga jodoh perpisahanlah yang terbaik..",arti jodoh bilang jodoh cantik lahir batin jodoh pisah baik 
345,346,positive,Pingkan ni suaranya enak banget.. bindeng2 gimana gt.. berciri khas.. ibarat gw merem denger suaranya gw udh langsung tauk,pingkan suara enak banget bindeng cir khas merem dengar suara langsung 
346,347,positive,Hatinya terbuat dari apa ya .. Mbaa gigi yang berhati luarbiasanya ajah sampe di benci .. Cobaa sebutin heternya mbaa kesalahan apa yang mba gigi lakukan :'( duhh aku ajah jadi sukak sama sifatnyaaaaaaaaaaa,hati buat iya mbak gigi hati luarbiasanya benci coba sebutin heternya mbak salah mbak gigi laku duh suka sifatnyaaaaaaaaaaa 
347,348,positive,"Suka banget banget nih sama ni artis, gak neko neko, ternyata masih lahiran 1996 ??????",suka banget banget artis neko neko lahir  
348,349,positive,"alhamdulillahhh... ada juga yang ngepost ayangnya Ibel.... biarin deh damai seisi dunia.... masing2 sdh punya pasangan, jadi engga ada lg yang bilang Ibel PHO.... Happy b""day Ibel",alhamdulillahhh ngepost ayangnya ibel biar deh damai isi dunia pasang bilang ibel pho bahagia b day ibel 
349,350,positive,"Ini kakaknya murid2ku waktu msh ngajar di sekolah internasional mihil. Anaknya cantik2 dan si ibu dan bpk ramah dan baik bngt. Seluruh sepupunya di sekolah yg sama, yg uang masuknya aja 70 jtan lbh/siswa. G tau skrg brp.",kakak murid ku ajar sekolah internasional mihil anak cantik sih ramah banget sepupu sekolah uang masuk jtan siswa 
350,351,positive," <USERNAME> justru karena ka bella sholehah, punya penghasilan sendiri, dan cantik jadi Allah mau kasih jodoh yang lebih baik lagi..",kakak bella sholehah hasil cantik allah kasih jodoh 
351,352,positive,"Mbak bela, nikahnya berdasarkan atas dasar agama mbak yg diutamakan ya. Biar laki2nya dpt yg baik. Saya yakin banyak laki2 yg baik dan kaya raya yg mau nikahin mbak",mbak bela nikah dasar dasar agama mbak utama iya biar laki nya laki kayak raya nikah mbak 
352,353,positive,Duh geulis kitu ditinggal sama yg 'itu' duuuhhhh hahaha jodohnya pasti Allah kasih yg lebih baik Teeeh ??,aduh geulis kitu tinggal duuuhhhh hahaha jodoh allah kasih teeeh 
353,354,positive,"Bu Ameeel.... udah lama ga ke bank,kangen bu Amel yg cantik,ramah,baik ama kangen tentengannya hihiii ????. Nanya si mba bu Amelnya pindah rumah dan lg hamil. Sehat2 yaa bu Amel,salam buat Annabel",bu ameeel bank kangen bu amel cantik ramah kangen tenteng hihiii sih mbak bu amelnya pindah rumah hamil sehat ya bu amel salam annabel 
354,355,positive,"Ambil positifnya aja mbak toh oma nani yang menjalankan, mau mbak bilang gimana nggak mungkin kan oma langsung cerai karena itu udah pilihan hidup dia gimana jadi lebih baik didoakan semoga langgeng karena menikah juga ibadah heheu  <USERNAME>",ambil positif mbak oma nan jalan mbak bilang oma langsung cerai pilih hidup doa moga langgeng meni ibadah heheu 
355,356,positive,"Alesha arti namanya : Yang dilindungi Allah....aamiin yra, ya nak....",alesha arti nama lindung allah amin yra iya nak 
356,357,positive,Semoga anak nya bsok pas bangun langsung jd dewasa biar bisa bakal jodoh saya???? pasti gedenya ntar sama cakep kek kakaknya Fahri..,moga anak nya besok pas bangun langsung dewasa biar jodoh gede cakep kakak fahri 
357,358,positive,min mnta doanya jg buat saya mudahan dilancarkan dan selamat saat melahirkan bulan mei ini. Aamiin,min doa mudah lancar selamat lahir mei amin 
358,359,positive,"Waaah.... Hamil Malah makin cantik, cew kali yeee debay nya.... ??",waaah hamil cantik cewek kali ya adek bayi nya 
359,360,positive,mba acha cantik banget banget banget !! buat calon ibu yg blm d kasih momongan sm Allah smoga di segerakan ya ??,mbak acha cantik banget banget banget calon kasih momong allah moga segera iya 
360,361,positive,"Gemulai'nya Momo,, Bak Putri keraton Jawa,,, semoga bersatu selama'nya dan cuma Maut yg memisah'kan,, Gbu...",gemulai nya momo bak putri keraton jawa moga satu nya maut pisah gbu 
361,362,positive,Berasa kaya mau manggung kk  <USERNAME> ?? semoga lancar dan cepat punya momongan biar Ada Princess Kecil MoMo atau gak prince ??,asa kayak manggung kakak moga lancar cepat momong biar princess momo prince 
362,363,positive,"waaahhh sm dokter sigit ya, ini dokter the best banget, baik banget, humble orgnya, recomend banget buat yg mau program dan kehamilan ??",dokter sigit iya dokter the best banget banget humble orgnya recomend banget program hamil 
363,364,positive,"Ashanti bunda the best, Slalu belain/support anaknya. Mskipun bkn ank kndung??",ashanti bunda the best bela support anak mskipun anak kandung 
364,365,positive,Smua orng berhak untuk melakukan apapun yg mereka suka.. Asal g mrugikan dirinya ataupun ornglain.. Mau aurel dandan berlebihan atau natural itu hak dia.. Apalagi aurel pinter banget dandannya.. Kliatan cantiiik banget.. ????,orang hak apa suka mrugikan ornglain aurel dandan natural hak aurel pintar banget dandan cantik banget 
365,366,positive,Beruntung si aurel dpt ibu sambung kaya ashanti .  <USERNAME>,untung sih aurel sambung kayak ashanti 
366,367,positive,salut ma bunda  <USERNAME> .. mskipun ibu sambung.. tpi sellu jdi org yg plingbdpan mmbela aurel n azriel dri pra hatters..,salut bunda mskipun sambung sellu orang plingbdpan bela aurel azriel pra hatters 
367,368,positive,"Keren ya ashanty segitu sayangnya sama anak nya(padahal bukan anak kandung), yang ibu kandung aja blm tentu begitu. Ini orang hatinya kek bidadari di tv tv. Beruntung banget itu aurel azriel punya ibu tiri macam dia",keren iya ashanty segitu sayang anak nya anak kandung kandung orang hati bidadari tv tv untung banget aurel azriel tiri 
368,369,positive,"Salut buat Bunda  <USERNAME> slalu yg trdpan melindungi ank""yh...mngalahin ibu kandung sndri yg cma Diam ajj...bt aurel pa yg slah pd dya jga Manusia ciptaan Allah klau pun Dya lbh sgla yh dri yg suka nyinyiir mslh pnampilan brarti dh nasib tuuh orang g bsa sprti Aurel yg lbh baek n bgs dri yg nyinyiiir..",salut bunda trdpan lindung anak ya mngalahin kandung diam aurel salah manusia cipta allah ya suka nyinyiir pnampilan dah nasib tuh orang aurel bagus nyinyiiir 
369,370,positive,Ibu tiri terhebat..... Ntr palingan klo dah 20an dia baru perawatan .skrg msh muda kasian klo di paksa perawatan .cm ya paling tutup mata tutup kuping skrg mah,tiri hebat entar paling deh an awat muda kasihan paksa awat iya tutup mata tutup kuping mah 
370,371,positive," <USERNAME> aurel itu cantik tau. Pernah liat asli nya kok. Org sirik itu yg menjelek jelekannya. Padahal muka sendiri belum tente lebih cantik dan muda daripada aurel. aurel difoto nampak putib bilangnya suntik putih, kelihatan hitam dibilang gk bisa ra",aurel cantik lihat asli nya orang sirik jelek jelek muka tente cantik muda aurel aurel foto tampak putib bilang suntik putih hitam bilang ra 
371,372,positive," <USERNAME> Astagfirullah... Mbak tolong ucapannya dijaga ya, ALLAH menciptakan manusia dengan sempurna, kok mbak ngomongnya kayak gitu. Aurel cantik kok, wajar manusia ada kekurangannya. Dan mbak Ashanti wajar belain anaknya, bukan caper ya mbak, sia",astagfirullah mbak tolong ucap jaga iya allah cipta manusia sempurna mbak omong kayak aurel cantik wajar manusia kurang mbak ashanti wajar bela anak cari perhati iya mbak sia 
372,373,positive,"aurel itu perempuan hebat, ingat bgt kejadian zaman pipi mimi ny & dilihat didepan mata dia sendiri. Ga semua anak bs strong kyk dia. Yg nyinyir pasti iri krn aurel bs punya keluarga bahagia kyk skrg. Yg blg bundanya Ash lebay, mungkin blm punya anak. Hati2 sayang..km jg perempuan, nanti bakal jd ibu. Bayangin anakmu yg jd korban bully ??",aurel perempuan hebat banget jadi zaman pipi mimi nya depan mata anak strong nyinyir iri aurel keluarga bahagia bilang bunda ash anak hati sayang perempuan bayang anak korban bully 
373,374,positive,Ganteng... Ini klo ga salah managernya.. semoga d lancarkan yaa..,ganteng salah managernya moga lancar ya 
374,375,positive,"Mukanya mirip ,,,insya Allah jodoh dunia akhirat mbk  <USERNAME> amiiii",muka insya allah jodoh dunia akhirat mbak amiiii 
375,376,positive,Cantik banggeett ya kak depe.. ???? gk keliatan loh klo dy pernah nikah.. seperti msh gadis wajah nya.. cantik ???????????? semoga lancar sampai hari H kak depe.. bahagia dunia akhirat aammiinnn ??,cantik banggeett iya kak depe loh nikah gadis wajah nya cantik moga lancar h kak depe bahagia dunia akhirat aammiinnn 
376,377,positive,Dadddd :( Semoga bisa dateng yaaa & untuk papa-papa diluar sana. Semoga sehat selalu & bisa menjadi saksi anak-anaknya saat menikah. AAMIIN!????,dadddd moga ya papa papa luar moga sehat saksi anak anak meni amin 
377,378,positive,Semoga dilancarkan nikahnya dan ayahnya lekas ditemukan dalam keadaan sehat tanpa kurang suatu apapun :),moga lancar nikah ayah lekas temu sehat apa 
378,379,positive,Semoga aja nikahannya lancar y mb. Jgn berlarut sedih kl bapak tirinya gak datang yg penting bapak kandung datang. Mungkin sj ada alasan anak kandung dari bapak tersebut melarang. Mungkin sj bapak itu udah balikan sama istri pertamanya. Dan kl sibapak datang itu berrti akan mengingatkan cerita lama. Mungkin yaa..,moga nikah lancar ya mbak larut sedih tiri kandung alas anak kandung larang balik istri pertama sibapak berrti cerita ya 
379,380,positive,"Yea pak polisinya pinter hahahaha.. langsung belok, SIM nembak, gatau rambu2. Malah minta surat perintah yaelah lu pikir rumah lu mau digeledah ??",yea polisi pintar hahahaha langsung belok sim cinta tau rambu surat perintah yaelah pikir rumah geledah 
380,381,positive,Ini mau nikah lagi baguass deh smoga kelak jd kluarga yg samawa,nikah baguass deh moga kelak keluarga samawa 
381,382,positive,Lucu.... suaranya kak abbey cantik kayak orang nya.... ?????????????? terharu....,lucu suara kak abbey cantik kayak orang nya haru 
382,383,positive,Pernah ketemu sama mba artika sari disesemall di Jakarta...ampunnn ayunee...mana semampai....murah senyummm....cakep pisan lah,ketemu mbak artika sari disesemall jakarta ampunnn ayunee semampai murah senyummm cakep 
383,384,positive,"Bener kata pepatah Yess, Buah Jatuh gak Jauh dari PohoN nya... Cantik Nya dapet dari Mama_Nya, Suara Bagus dan Pinter nyanyi dari darah seni Papa Nya.. #calon generasi hebat di masa depan",pepatah yess buah jatuh pohon nya cantik nya mama nya suara bagus pintar nyanyi darah seni papa nya calon generasi hebat 
384,385,positive,"Bahagianya punya anak cantik berbakat, bersyukur bnr dapat titipan demikian indah",bahagia anak cantik bakat syukur titip indah 
385,386,positive,Semoga di berikan kesehatan dan rezeki yg berlimpaah pak ??,moga sehat rezeki berlimpaah 
386,387,positive,Semoga selalu sehat dan dimurahkan rejekinya ya Pak,moga sehat murah rejekinya iya 
387,388,positive,"Pria setia, pekerja keras tdk malu pilih-pilih cari nafkah sangat sedikit sekali yang banyak kebalikan..beda bgt sama seseorang yang kenal. Mentang2 ganteng, milih nganggur ketimbang jd ojol. Udh gitu istri diselingkuhin lagi. Baik kalo ada maunya ????",pria setia kerja keras malu pilih pilih cari nafkah balik beda banget kenal mentang ganteng pilih kerja ketimbang ojol istri diselingkuhin mau 
388,389,positive,"Doa istri dan anak menyertaimu bang... lelaki yg bertanggung jawab itu sangat PERLU, karna kalo laki2 tanggung jawab otomatis dia akan sayang dgn anak dan istri. Beda dgn sayang yg belum tentu bertanggung jawab ??????",doa istri anak serta bang lelaki tanggung laki tanggung otomatis sayang anak istri beda sayang tanggung 
389,390,positive,Ya Allah bahagia itu gak harus dgn cara yg mewah sesederhana begini aj deh bahagia bisa komunikasi dgn keluarga ??,iya allah bahagia mewah sederhana deh bahagia komunikasi keluarga 
390,391,positive,"Mereka hanya mencari rejeki utk keluarganya, kalau ada yg merasa tdk berkenan tolong jangan menggunakan kekerasan",cari rezeki keluarga kenan tolong keras 
391,392,positive,"Salut sekali Banting tulang demi menghidupi keluarga.yg duduk di bangku empuk,pakai AC Malah merampok.yg milih rakyat jelata lagi",salut banting tulang hidup keluarga duduk bangku empuk pakai ac rampok pilih rakyat jelata 
392,393,positive,"Amin, smg selalu di lancarkan n di mudahkan rejeki nya.. jd inget waktu suami sy jg gojek dulu, srg nlp nanyain anak istri nya udah mkn atau blm.. pdhl mgkn dia sendiri entah sempet mkn atau ngga, walaupun hujan2an n panas2an tp ga penh mengeluh.. selalu menyempatkan komunikasi n ttp keep in touch di sela2 kesibukannya. Bangga n ttp berjuang y ms gojek krn anak n istri selalu mendoakan yg terbaik..",amin moga lancar mudah rezeki nya suami gojek srg nlp nanyain anak istri nya hujan an panas an penh keluh sempat komunikasi keep touch sibuk bangga juang ya gojek anak istri doa baik 
393,394,positive,"Respect dengan istri n anak2 nya yg menunggu dengan sabar dirumah insya Allah ,Allah swt selalu menjaga nya.",respect istri anak nya tunggu sabar rumah insya allah allah swt jaga nya 
394,395,positive,"Laki-laki yang beneran berjuang unt anak istri, membahagiakan istri insyaallah di dunia mendapat rejeki yg ga disangka-sangka di akherat akan ada surga kelak amiin",laki laki benar juang unt anak istri bahagia istri insyaallah dunia rezeki sangka sangka akherat surga kelak amin 
395,396,positive,"Bangga sama suami yg selalu ingat istri disela waktunya, apapun profesimu... Kaulah juaranya. Sehat terus pak gojek, semoga lacar rejekimu. Amiiin....",bangga suami istri sela apa profesi kau juara sehat gojek moga lacar rejekimu amin 
396,397,positive,Apaoun pekerjaannya yg penting halal u tuk menafkahi keluarga ... Semangat pak,apaoun kerja halal nafkah keluarga semangat 
397,398,positive,Gojek itu mayoritas pegangguran yang lama gak kerja trus hampir putus asaa tapi tibatiba ada lapangan pekerjaan yang gak harus pake ijasah terakhir.. ini sungguh lapangan kerja yang sangat membantu sekali menurut saya ??,gojek mayoritas pegangguran kerja putus asaa tibatiba lapang kerja pakai ijasah sungguh lapang kerja bantu 
398,399,positive," <USERNAME> aslinya cantik dan ayu loh mbak krn aku sudah bertemu langsung juga sesembaknya sangat ramah tidak sombong seperti mantan2 yg lain hhe maaf ikut nimbrung ,kalo makeup dibuat senatural mungkin krn sesembaknya memang mau menonjolkan wa",asli cantik ayu loh mbak temu langsung sembak ramah sombong mantan hhe maaf nimbrung makeup natural sembak tonjol wa 
399,400,positive," <USERNAME> suami saya seumuran sama saya mba, malah tuaan saya beberapa bulan tapi alhamdulillah suami saya gak kekanak kanakan hehe",suami umur mbak tua alhamdulillah suami kekanak kana he 
